x,y,theta,s0,v,omega,w,time_elapsed
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.24028833555193832,0.09710782885551453,0.05329294949769974,0.7306503325700759,0.3288691249981639
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.25637678096750494,0.09753201842308046,0.007597653865814208,0.6546246975660324,0.02457659400170087
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.28763449043185013,0.09783392262458802,-0.020156040906906134,0.6492526829242706,0.04814413599888212
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.3185623714386877,0.09799706048965455,-0.037359492850303655,0.6381442189216614,0.048465347001183545
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.3498949262090066,0.09805331151008607,-0.04820479862213135,0.6270073860883713,0.049971587999607436
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.3806818200827475,0.09804488182258607,-0.055242056324005126,0.6157249718904495,0.05000104799910332
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.4109060489929543,0.09799437070007325,-0.059997873707962036,0.6044982761144638,0.04999886700170464
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.4405728452725799,0.097915027762146,-0.06338896525165558,0.5933220893144607,0.05000116600058391
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.4696812333943299,0.09781928147357179,-0.06595129830992888,0.582351902127266,0.04998418999821297
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.49826717668808684,0.09771461990762635,-0.06800644912336272,0.5715882807970046,0.050011423001706135
-0.26525672574936654,-0.14602065931516256,0.40970835379702497,0.5263405620011153,0.09760543362670472,-0.06974798809298277,0.5610176354646682,0.05004011200071545
-0.22978430470076652,-0.14173774536464542,0.3832918039288175,0.5602590565026285,0.09554275331719714,-0.06706903976683856,0.6806550532579422,0.04983213499872363
-0.22978430470076652,-0.14173774536464542,0.3832918039288175,0.5954817346281297,0.09439583169116972,-0.06623474718621397,0.6688035637140274,0.05266520700024557
-0.22978430470076652,-0.14173774536464542,0.3832918039288175,0.6266054558728539,0.0936455070179367,-0.06639130211765185,0.6555429756641388,0.047477773998252815
-0.19220247257863457,-0.13058877492536156,0.3424224917386223,0.6649874763822048,0.09011527318964385,-0.06255999086436399,0.7678879618644714,0.04998388100284501
-0.19220247257863457,-0.13058877492536156,0.3424224917386223,0.702717962843143,0.08810206448560942,-0.06115076886497002,0.7544392108917236,0.05001130099844886
-0.19220247257863457,-0.13058877492536156,0.3424224917386223,0.7397750904474582,0.08699728867725127,-0.06117969779301918,0.7412188827991485,0.0499948510005197
-0.16537905889665255,-0.12237896033182258,0.3129833700321175,0.7816346587883094,0.08572943855116125,-0.016078275162751888,0.8126718699932098,0.0515085730003193
-0.16537905889665255,-0.12237896033182258,0.3129833700321175,0.820375583090636,0.08503897111886356,-0.030188864823445925,0.7991056233644485,0.04848035499890102
-0.1216590609704037,-0.11163648139857389,0.2577180494240724,0.8649823935743556,0.0804956595973588,0.022887619521459793,0.8943955063819885,0.04987369700029376
-0.1216590609704037,-0.11163648139857389,0.2577180494240724,0.9095915042105671,0.07825902026155096,0.05331987988128713,0.8896177649497985,0.050144132001150865
-0.1216590609704037,-0.11163648139857389,0.2577180494240724,0.953857425708045,0.07742154050623477,0.06955500394805939,0.8858330458402633,0.049970952997682616
-0.06818880732115226,-0.10308186809117119,0.18848468468123802,1.000920348645642,0.07052443676444949,0.08854323119345112,0.9126862674951552,0.0515652800022508
-0.06818880732115226,-0.10308186809117119,0.18848468468123802,1.0450297278232479,0.06700992782862819,0.09988580161585095,0.9102241814136505,0.048459906996868085
-0.026737553111263124,-0.09250125991591548,0.12258105536346794,1.0919721429493252,0.05883975547523401,0.10736487873943854,0.9392315089702605,0.04997960000036983
-0.026737553111263124,-0.09250125991591548,0.12258105536346794,1.138826333733147,0.05456435216648044,0.1117902026686204,0.9365887910127639,0.0500264270012849
-0.026737553111263124,-0.09250125991591548,0.12258105536346794,1.1855637623363915,0.05262399478663601,0.11438230193335608,0.933909323811531,0.050044931998854736
-0.002764344365278568,-0.09301495831092148,0.08910245056114469,1.2329995850891688,0.04733044865077494,0.11636492441105124,0.95,0.04993244500292349
-0.002764344365278568,-0.09301495831092148,0.08910245056114469,1.280497243338618,0.04479129494634722,0.11751184719805285,0.95,0.04999753499942017
-0.002764344365278568,-0.09301495831092148,0.08910245056114469,1.3293949092030568,0.04392845101003322,0.1181415239453576,0.9486497908830642,0.05154448599932948
0.030108309366941303,-0.0918586673230573,0.07893938394955942,1.3754209034532148,0.04031123105790897,0.11853039261581075,0.95,0.04844841500016628
0.030108309366941303,-0.0918586673230573,0.07893938394955942,1.4229439048529282,0.03867186867658308,0.11875571487475378,0.95,0.05002421199969831
0.05733540996502268,-0.09123459844437906,0.09284286634212639,1.4702902290513347,0.034912407299661705,0.11888821171598997,0.95,0.04983823599832249
0.05733540996502268,-0.09123459844437906,0.09284286634212639,1.5179386580038963,0.033185939193239256,0.11896722821520189,0.95,0.05015624100269633
0.05733540996502268,-0.09123459844437906,0.09284286634212639,1.5654359638023205,0.03268263691691783,0.11901415650919925,0.95,0.04999716399834142
0.07402308216213797,-0.08991277485938232,0.13431939475697732,1.613485840903905,0.032302226507831974,0.11907619991824539,0.95,0.05057881800166797
