x,y,theta
1.214761663299227,0.3119016282543772,0.0
1.2397555601560402,0.3124581925937253,0.0
1.2647498384825855,0.3129907243399419,0.0
1.2897464056275243,0.31340080430210726,0.0
1.3147433542421954,0.313792955186857,0.0
1.3397422102055276,0.3140462510890689,0.0
1.3647408754339938,0.3142930620058326,0.0
1.3897401128670583,0.3144990556612459,0.0
1.4147393503001229,0.31470047167987225,0.0
1.4397385877331874,0.31487060718045434,0.0
1.4647382066359842,0.3150365465139817,0.0
1.489737825538781,0.31517845325437754,0.0
1.5147374444415778,0.31531692676718315,0.0
1.5397370633443745,0.31543594532364416,0.0
1.5647366822471713,0.3155526750617117,0.0
1.5897366826197004,0.3156537645407571,0.0
1.6147363015224971,0.3157529466711413,0.0
1.6397363018950262,0.3158391588306291,0.0
1.664735920797823,0.3159238451111879,0.0
1.689735921170352,0.31599785023924376,0.0
1.714735921542881,0.31607032948837066,0.0
1.73973592191541,0.31613441640338813,0.0
1.7647355408182068,0.31619735890920886,0.0
1.7897355411907359,0.31625267202038465,0.0
1.8147355415632649,0.3163076036618282,0.0
1.839735541935794,0.3163556688480913,0.0
1.864735542308323,0.31640335256462215,0.0
1.889735542680852,0.31644569570490155,0.0
1.914735543053381,0.31648727590571646,0.0
1.93973554342591,0.31652465993947665,0.0
1.964735543798439,0.31656128103377235,0.0
1.9897351627012358,0.3165940874307456,0.0
2.014735163073765,0.3166261308882543,0.0
2.039735163446294,0.3166547411181728,0.0
2.064735163818823,0.31668335134809134,0.0
2.089735164191352,0.3167089098201519,0.0
2.114735164563881,0.31673408682248017,0.0
2.1397351649364102,0.31675659353668273,0.0
2.1647351653089393,0.31677871878115305,0.0
2.1897351656814683,0.31679893667696213,0.0
2.2147351660539973,0.31681877310303896,0.0
2.2397351664265264,0.31683670218045457,0.0
2.2647351667990554,0.3168542497881379,0.0
2.2897351671715844,0.3168702715168923,0.0
2.3147351675441135,0.3168859117759144,0.0
2.3397351679166425,0.3169004076257398,0.0
2.3647351682891715,0.3169145220058329,0.0
2.3897351686617005,0.31692711050699707,0.0
2.4147351690342296,0.3169396990081612,0.0
2.4397351694067586,0.3169511431001286,0.0
2.4647351697792876,0.3169622057223638,0.0
2.4897351701518167,0.31697250540513444,0.0
2.5147351705243457,0.31698242361817286,0.0
2.5397351708968747,0.31699119742201454,0.0
2.5647351712694038,0.3169999712258562,0.0
2.589735171641933,0.31700760062050115,0.0
2.614735172014462,0.31701484854541384,0.0
2.639735172386991,0.31702133353086204,0.0
2.66473517275952,0.31702705557684574,0.0
2.689735173132049,0.3170316332136327,0.0
2.714735173504578,0.3170350664412229,0.0
2.739735173877107,0.3170365923201519,0.0
2.764735174249636,0.3170365923201519,0.0
2.789735174622165,0.31703354056229394,0.0
2.814735174994694,0.3170266741071135,0.0
2.839735175367223,0.31701408560594935,0.0
2.864735175739752,0.31699463064960476,0.0
2.889735176112281,0.3169648760104895,0.0
2.91473517648481,0.3169210069912811,0.0
2.939735176857339,0.31685692007626365,0.0
2.964734795760136,0.31676422293132767,0.0
2.9897344146629328,0.316631852934238,0.0
3.0147336520959973,0.3164437883562403,0.0
3.0397325080593296,0.3161771410133998,0.0
3.0647294566740007,0.31580139332713664,0.0
3.0895394851198708,0.3127252214062981,0.0
3.1062032274336095,0.3313623066449498,0.0
3.1258313710366386,0.34684540013738463,0.0
3.1505174218195284,0.3507955192148007,0.0
3.1752084317089375,0.3547143577741725,0.0
3.19998489081837,0.3580484032340099,0.0
3.2247582981699443,0.3614080071659078,0.0
3.2495835854051043,0.3643590570145694,0.0
3.2743566112869464,0.3677194238859318,0.0
3.2992234787229213,0.37029396310886575,0.0
3.3148759447764737,0.3897874478964116,0.0
3.3389588919126814,0.3964967375471691,0.0
3.362689742486025,0.4043607360774377,0.0
3.3867379758765983,0.4111932404517109,0.0
3.409658966208382,0.421175158935414,0.0
3.424978790655415,0.4409310948987457,0.0
3.448901520504079,0.44819008243367087,0.0
3.471631013030275,0.4586003914266872,0.0
3.4720769511472716,0.48359657710189374,0.0
3.4951093306408714,0.49331795175847226,0.0
3.5165536516391276,0.5061692855681361,0.0
3.518546068050653,0.5310895587666256,0.0
3.5345586415314463,0.5502885489208769,0.0
3.5481893180040904,0.5712457330710539,0.0
3.561873018769517,0.5921682034755964,0.0
3.573174441057062,0.6144681610832823,0.0
3.5757745387520563,0.6393323582311314,0.0
3.5784822109115444,0.6641854927567454,0.0
3.5797670009697518,0.689152305262569,0.0
3.581127322034944,0.7141153030710701,0.0
3.5825147274511258,0.7390767750006422,0.0
3.5839330319156195,0.7640367210512853,0.0
3.585267794508751,0.7890008632689831,0.0
3.586604464450544,0.8139650054866809,0.0
