x,y
-0.069999975413084,0.03000007376074798,0.0
-0.0436499536581334,0.027732236202540506,0.0
-0.01867455808333429,0.02662635544875691,0.0
0.006281573269986351,0.02514434553897793,0.0
0.02835379344752087,0.03688369507914224,0.0
0.050686748187046105,0.04811950457274072,0.0
0.0729827003625434,0.0594285562549306,0.0
0.09540263020102091,0.07048965261116003,0.0
0.11731119986342153,0.08253188911872833,0.0
0.1393519487880457,0.0943303664673909,0.0
0.1613631338084207,0.10618415692722927,0.0
0.18345442747256757,0.11788764831256238,0.0
0.20549269684393212,0.1296907032980119,0.0
0.22732077639282866,0.14187789830383402,0.0
0.24901572300517105,0.15430122307391692,0.0
0.27082320318852626,0.16652542064376696,0.0
0.29294806618911085,0.17816520658381485,0.0
0.3146037214190318,0.19065681443596993,0.0
0.3368401643162986,0.2020822143864951,0.0
0.35917750595774467,0.2133092500762519,0.0
0.38174048694581475,0.22407547032945452,0.0
0.4039773113128138,0.23550010734051519,0.0
0.42627326348831107,0.2468087775529728,0.0
0.4486664904455313,0.25792366114144905,0.0
0.47107688354070265,0.26900421245402306,0.0
0.4935408731332547,0.27997528195344223,0.0
0.5184287214045031,0.2823407757631049,0.0
0.5433375505110252,0.28447319156636475,0.0
0.5682574422397824,0.2864736188422672,0.0
0.59319354643216,0.2882611860075759,0.0
0.6181382336935133,0.2899232496309754,0.0
0.6430957001908968,0.29138084547789056,0.0
0.6680606053480591,0.29270492691851935,0.0
0.6930358101879921,0.2938169111880189,0.0
0.7180176907482394,0.294767533760778,0.0
0.7430081543774623,0.2954610457340028,0.0
0.7680035771132043,0.2959409346571693,0.0
0.7930033867508672,0.29585586690687826,0.0
0.8180016705096012,0.29556175374331595,0.0
0.8429598999464492,0.29411941668569064,0.0
0.867920990406289,0.29272209305647046,0.0
0.8928925712837656,0.2915334333707893,0.0
0.9178664409796358,0.2903882612345843,0.0
0.9428446975774267,0.2893453229866214,0.0
0.9678254337284773,0.2883657087142115,0.0
0.9928109382511809,0.2875161756204978,0.0
1.0177993037968764,0.28675094733761064,0.0
1.0427918655096267,0.2861405957660157,0.0
1.0677869067756365,0.2856412518865046,0.0
1.0927848090646382,0.2853238690692752,0.0
1.1177842372325688,0.2851544965081576,0.0
1.1427842376050978,0.2852067578614754,0.0
1.167782902833564,0.2854615796426163,0.0
1.1927771811601093,0.2859990704953521,0.0
1.2177636393571436,0.2868222821775408,0.0
1.2427153838085434,0.28837410104832095,0.0
1.2676491991825276,0.29019256726194165,0.0
1.2922312994633802,0.29474426410711096,0.0
1.3169024729267125,0.298785554450534,0.0
1.3417706755067502,0.3013497939906973,0.0
1.3666550905504085,0.3037507644854589,0.0
1.3915835653481412,0.30564132847847425,0.0
1.4165194788056528,0.30742889564378295,0.0
1.4414775175076346,0.3088765732776597,0.0
1.466439370906939,0.31025634929919654,0.0
1.491413240602809,0.31139732526834685,0.0
1.5163895898519388,0.31249252486962753,0.0
1.5413724240865168,0.3134126298638069,0.0
1.5663567842000237,0.3143003099307453,0.0
1.5913453404805853,0.31505638294005855,0.0
1.6163346597006114,0.3157888048259725,0.0
1.6413266492087633,0.31641975576310877,0.0
1.6663190201866473,0.3170331590925617,0.0
1.6913132985131927,0.3175656908387783,0.0
1.7163079583094702,0.3180852526140985,0.0
1.7413037625149446,0.31854034600466896,0.0
1.7662999481901511,0.3189851397124688,0.0
1.7912968968048222,0.3193769091274863,0.0
1.8162938454194932,0.31976104914785886,0.0
1.8412915569736288,0.32010132014902304,0.0
1.8662892685277643,0.320435106164739,0.0
1.8912873615516321,0.32073265255589156,0.0
1.9162858360452322,0.3210252398405249,0.0
1.9412843105388322,0.321286546607114,0.0
1.9662831665021645,0.3215440386763806,0.0
1.9912820224654968,0.32177482786438993,0.0
2.0162808784288293,0.3220025652945413,0.0
2.041280115861894,0.32220741454075785,0.0
2.0662793532949584,0.3224095934988487,0.0
2.091278590728023,0.32259193603086267,0.0
2.1162782096308197,0.3227723712142154,0.0
2.1412774470638842,0.3229356402596171,0.0
2.166277065966681,0.3230970019563575,0.0
2.191276684869478,0.32324310486380803,0.0
2.2162763037722746,0.3233876818923296,0.0
2.2412759226750714,0.3235189074802225,0.0
2.266275541577868,0.3236493701286509,0.0
2.291275160480665,0.32376762574564744,0.0
2.3162747793834617,0.3238847369534472,0.0
2.3412747797559907,0.32399154847847633,0.0
2.3662743986587875,0.32409759706404095,0.0
2.3912743990313166,0.32419449037603165,0.0
2.4162740179341133,0.3242902392788256,0.0
2.4412740183066424,0.32437759584751014,0.0
2.466273637209439,0.3244645709464624,0.0
2.491273637581968,0.32454391665076976,0.0
2.516273637954497,0.32462288088534486,0.0
2.5412736383270262,0.32469459719500726,0.0
2.566273257229823,0.3247659320349374,0.0
2.591273257602352,0.3248307818894194,0.0
2.616273257974881,0.3248952502741691,0.0
2.64127325834741,0.32495361514320287,0.0
2.666272877250207,0.32501045413330765,0.0
2.691272877622736,0.3250611896076965,0.0
2.716272877995265,0.3251096362636918,0.0
2.741272878367794,0.32515045352504224,0.0
2.766272878740323,0.3251859302101412,0.0
2.791272879112852,0.3252095813335405,0.0
2.816272879485381,0.32522140689524015,0.0
2.84127287985791,0.3252111072124695,0.0
2.866272880230439,0.32517257876951255,0.0
2.891272880602968,0.32508636661002477,0.0
2.9162721180360327,0.32493225283819704,0.0
