x,y,theta,s0,v,omega,w,time_elapsed
0.009377014754259089,0.047890408990574514,0.06919367793827942,0.16365441211388854,5.728959757293275e-14,-5.615238562358934e-15,0.9741425733366192,0.16799841891042888
0.009377014754259089,0.047890408990574514,0.06919367793827942,4.15463353296621,2.8926784604085066e-13,-0.17759094811822274,0.9932650915743664,4.018040254013613
0.009377014754259089,0.047890408990574514,0.06919367793827942,4.173429765408065,0.6944985433225864,-0.20941198364933364,0.9892452991885393,0.01900057797320187
0.009377014754259089,0.047890408990574514,0.06919367793827942,4.218023503514151,0.7274970220431367,-0.38461970938000223,0.9920239004192339,0.044952281983569264
0.009377014754259089,0.047890408990574514,0.06919367793827942,4.2676601614767895,0.727686969782431,-0.4438314965136344,0.9922847022969103,0.05002259719185531
0.009377014754259089,0.047890408990574514,0.06919367793827942,4.317182609057693,0.7416131036940128,-0.38797512773869697,0.9898973236193699,0.05002786288969219
0.009377014754259089,0.047890408990574514,0.06919367793827942,4.366773059120081,0.7480445315471574,-0.44778038589605107,0.9920800354194703,0.0499863401055336
0.009377014754259089,0.047890408990574514,0.06919367793827942,4.416271722550293,0.7623646577182623,-0.3886124699063454,0.9894109278414701,0.05002841795794666
-0.0100511336090537,0.09261166235126543,0.01467522087298646,4.465805814247735,0.8008759907705073,-0.5053657425670295,0.9914761280284575,0.04995994386263192
-0.0100511336090537,0.09261166235126543,0.01467522087298646,4.515299209914245,0.8267202885986471,-0.4401246003614672,0.9901179773097869,0.049987372010946274
-0.017107876172048984,0.10611423973463212,-0.01639960770471279,4.564899068421966,0.8504701592516329,-0.48770031185142787,0.992028161396363,0.049998437985777855
-0.017107876172048984,0.10611423973463212,-0.01639960770471279,4.614340659855779,0.8742490004842128,-0.4247478759241143,0.9891719028082199,0.049982810160145164
0.022865864354169124,0.1299029978059812,-0.0636873550631126,4.664024780378328,0.8041399549376752,-0.49158631296663857,0.9929869434565298,0.05003501893952489
0.022865864354169124,0.1299029978059812,-0.0636873550631126,4.713669557726021,0.8289062988313102,-0.41649545776417596,0.9909194369051129,0.05009971093386412
0.08352714564327032,0.1311464804212657,-0.11634775856501213,4.763279294887132,0.7200670500462971,-0.41275201958474467,0.9944608986118092,0.049886061111465096
