x,y,theta,s,obs1_x,obs1_y,obs1_r,obs2_x,obs2_y,obs2_r
5.495227348769667,2.263942468083391,2.150474256190239,6.078633956473295,4.172432593743571,3.410110657678562,1.264228170686343,0.0,0.0,0.0
5.476170316740639,2.2927692096260395,2.1606234831574143,6.176466416522791,4.1659203663677875,3.3763004241885644,1.2681088000363243,0.0,0.0,0.0
5.458915226046707,2.318287595257096,2.1702616117141913,6.270440117738545,4.176228165041621,3.4020350713277665,1.253893310941123,0.0,0.0,0.0
5.437782195899221,2.348629637243231,2.186557934813236,6.3799214921702445,4.183418131461061,3.408601971646902,1.2511635186030137,0.0,0.0,0.0
5.414356176186182,2.3811231680860585,2.2081043788962074,6.496373947673001,4.170914325951197,3.4096221653804113,1.2614113359516395,0.0,0.0,0.0
5.398669236478056,2.4019830556981394,2.2260807146675847,6.575248072724927,4.166319770873991,3.3933671494904596,1.2702931087643392,0.0,0.0,0.0
5.37881094621584,2.4270870583631234,2.252237700064609,6.681702104891265,4.154226198900916,3.411183925026568,1.278528862404195,0.0,0.0,0.0
5.354811682330678,2.455534997205043,2.290130070994073,6.794495608974771,4.167581971480049,3.40251445497596,1.281629122916347,0.0,0.0,0.0
5.334774872672957,2.477498495694532,2.32716771775967,6.899894042936092,4.181103665445567,3.4040155773142478,1.2491821364472127,0.0,0.0,0.0
5.314568052536188,2.4980501344161876,2.3677111958929173,6.994931071311001,4.1819421655054585,3.4100286861653375,1.2490191992997317,0.0,0.0,0.0
5.296942062394155,2.514551625064261,2.4069843357964023,7.086157917816404,4.181592816574406,3.4087417374338793,1.2498545063296245,0.0,0.0,0.0
5.276340112574419,2.5321913034372656,2.4612187651733706,7.190107256893308,4.155940115232085,3.3970741121797796,1.2725920271265623,0.0,0.0,0.0
5.260513457393484,2.5444073306583146,2.508647729104384,7.284873921834992,4.159143765284866,3.3983330521945474,1.2726147889473967,0.0,0.0,0.0
5.2456218836510615,2.5547167803814554,2.5595637534049085,7.372923941857535,4.180559717892127,3.399072813893846,1.2509729359518709,0.0,0.0,0.0
5.229518093074564,2.56450576842663,2.621524302403757,7.483304292897292,4.157556618784158,3.388252558767014,1.2684071291080123,0.0,0.0,0.0
5.2166809723062295,2.571278716841969,2.6783451268659526,7.587764934832607,4.164466999582467,3.3600903228328076,1.2607239721259524,0.0,0.0,0.0
5.204475247067882,2.576750501604751,2.735159826918468,7.684420102321555,4.175163189236252,3.393262836588255,1.2584671952521154,0.0,0.0,0.0
5.194005849958318,2.580872884165973,2.7910568886612386,7.784981185273648,4.182443783725697,3.3879966453007024,1.2462300981843286,0.0,0.0,0.0
5.184173851306651,2.584046803673303,2.8649614637892507,7.9119094278038125,4.17619801093432,3.376777146762111,1.249736783724159,0.0,0.0,0.0
5.175946945857045,2.5861095720964284,2.9269243679977532,8.022704907987134,4.149442719915199,3.372657022109702,1.2739512914864863,0.0,0.0,0.0
5.169497161745222,2.5873317660060846,2.9841294030411074,8.124387039606422,4.153983608040514,3.3699456049570697,1.2683256380128047,0.0,0.0,0.0
5.1651450557017835,2.58790810174544,3.0358790779299705,8.220579674775719,4.170714170776466,3.367438616592474,1.252046105146625,0.0,0.0,0.0
5.161359765897931,2.588160855828158,3.1178607037129766,8.346437985705796,4.170398286705338,3.3674921125125956,1.2512425016748405,0.0,0.0,0.0
5.158593681122649,2.588093266508716,-3.0603841308266198,8.490034367962693,4.163029732918738,3.374039318758452,1.2616701515124666,0.0,0.0,0.0
5.156978750188526,2.5878974804286523,-2.9822665531327557,8.586097710620683,4.153463333201377,3.3751012703640306,1.2731122230447998,0.0,0.0,0.0
5.153162107954516,2.5869520661560133,-2.8223339228575766,8.798256770701471,4.156085957495378,3.3769792807217303,1.2773961899109032,0.0,0.0,0.0
5.144207850767781,2.582613559994954,-2.6792203322640082,8.977527960524563,4.152264707507413,3.3684936050737506,1.2711926580032147,0.0,0.0,0.0
5.109987472345695,2.562991799665545,-2.551804996751618,9.124472644577512,4.13434353340522,3.355090070766155,1.2809819450442474,0.0,0.0,0.0
5.088660841554449,2.550682534217039,-2.425463402047391,9.281941175956518,4.120979229295767,3.350638912514747,1.286507430264368,0.0,0.0,0.0
5.086957799213217,2.549220125992492,-2.3492053239604522,9.424909068037566,4.120658981450449,3.3510478632995726,1.2903275799403633,0.0,0.0,0.0
5.085009174003298,2.5470379813918007,-2.284715248547217,9.562005392724789,4.123292841326608,3.3579946929877873,1.2940606381243,0.0,0.0,0.0
5.066962290118971,2.5244070468598085,-2.215799214254771,9.716972332557294,4.129957256642154,3.3471380077141935,1.2762548969597551,0.0,0.0,0.0
5.043580839999218,2.49192997428715,-2.1784756589064136,9.860979062419934,4.119998297187219,3.3499518441402594,1.2903164100374254,0.0,0.0,0.0
5.021137553812433,2.4592428195488925,-2.1720524738283444,9.992266470342013,4.119447225873909,3.3605874932446875,1.3008544141447953,0.0,0.0,0.0
4.999129030724439,2.4273433724790627,-2.183350450743889,10.118371201137226,4.100208854869183,3.3520820354157763,1.308153843499941,0.0,0.0,0.0
4.966002893746462,2.3823895867905263,-2.230409755221246,10.272973850154374,4.101191133407162,3.3440765468344344,1.2979874264052056,0.20008635839692773,0.08975406935418084,1.236458234172726
4.936023705858204,2.345929203265162,-2.288294417706929,10.404982301214988,4.1242921547934746,3.341543772682279,1.2701600686818995,0.19694636342475413,0.10488936831718644,1.2346825296209196
4.908901095265709,2.316601071901041,-2.3432809508152155,10.517035721341271,4.101522620426307,3.332302111146347,1.286426606215944,0.20659662440547727,0.08333409343831467,1.2286686067948687
4.855522574486751,2.267320421358069,-2.4501600744485956,10.682166830475747,4.094801723955315,3.3175921291873496,1.2695765191059725,0.21802802101824792,0.05954438600491929,1.2276448687273722
4.80121713234777,2.2270338183188776,-2.554581150793288,10.820549312456466,4.0800407585599965,3.3183618426837027,1.279281669792252,0.20985143687978006,0.08412367144688934,1.2232268882362611
4.728023575408016,2.184068273439528,-2.6689077364310454,10.966917656507764,4.063640087953132,3.3076762553360664,1.2780240378857923,0.21625966417779402,0.1099826171422867,1.2083234877882638
4.6025564293006,2.1323737063697137,-2.82814320779008,11.178538851042397,4.046875670489797,3.289726328696436,1.2566576469526853,0.18568802380096855,0.10193300537795376,1.241081265841923
4.522196349180493,2.1101673585126624,-2.915590766516008,11.29802248893066,4.0374554716770765,3.3028187784954763,1.270611495652492,0.19606855357504055,0.08716223112186854,1.2385281911153943
4.418734595332958,2.0911785978820707,-3.0040613872794473,11.440296520988266,4.0049772659265965,3.301260491423034,1.2615421240382292,0.21631735214660872,0.12403181894867353,1.1950792766814882
4.298936377729683,2.0798024357959783,-3.087606249313595,11.58545523706108,3.993050995945225,3.293949025195168,1.2435551156675997,0.2168084207210005,0.08888022711467546,1.2136719818812485
4.188156766195461,2.0769680813337756,-3.141438688554761,11.72145854004884,3.9837363816746105,3.311467138216414,1.2519896190989126,0.20659062368567532,0.12217313895305718,1.207273919505507
4.071935277081425,2.0795340253857373,3.0976475589581107,11.864971718068308,3.9561593463885316,3.304925330188211,1.2221279457937546,0.19329193061783018,0.12118571760440298,1.2301934842553064
3.964255339603196,2.0862342351388943,3.0589487366834125,11.992132333989602,3.9734682712424987,3.2839277746103797,1.2534824417460275,0.16830076137648076,0.10581494032471042,1.270097066027746
3.853868779762824,2.097344123595514,3.0218369619631216,12.131865602349816,3.8991880523672138,3.2981852718873794,1.1661981850938794,0.17854365786901769,0.08499533928790606,1.2633151271512728
3.779756644180698,2.1072915016625116,2.9944343169855663,12.234079048528182,3.8824991243992213,3.2999134141201325,1.1454921419769695,0.167806817472174,0.08670316898785234,1.2723194710091688
3.7170153196227336,2.1174453689409596,2.969210629450777,12.312089151611307,3.8717756163858277,3.292257651310784,1.1223273290369113,0.15125497858038145,0.07306050839142882,1.2938046656843218
3.6572002235033674,2.128219962550912,2.9453000208807234,12.391665148120287,3.8804715914814882,3.341550969451884,1.151782228251377,0.18226917683406357,0.10665025880270944,1.2462947348841538
3.6070186561848225,2.1379249180722852,2.9201221288427157,12.468064276585364,3.8685009758221125,3.347988573803134,1.1205365094575257,0.160038400469099,0.10146454392114565,1.271910260833863
3.5699488335573855,2.146337947856309,2.889718838697898,12.539414887480392,3.8493296597031224,3.3406341088387004,1.105885072024529,0.1594272076737869,0.09722441861296699,1.274202090096919
3.526732292988234,2.158459424804742,2.839749867288645,12.628142519314139,3.833702187397823,3.3411456152986383,1.1023230425346737,0.16254126262122084,0.09481417676951397,1.2717261340865202
3.490756629442727,2.1703849638154047,2.78024751253237,12.708154803074626,3.8296582156719188,3.34982469001484,1.1071262678558855,0.1637385433350673,0.09467484377655316,1.2703792383510104
3.4577770333180826,2.1841383593938355,2.7136052145624894,12.798087483567793,3.8449217183265243,3.386812983067168,1.1152137449096606,0.164449538044203,0.10323434908662417,1.2659041226976284
3.4270896787157663,2.199460808119519,2.6464334508690244,12.875098575937077,3.8303941429982946,3.391225808175838,1.1039472625290139,0.142892810544861,0.13313352529356823,1.2698692053533738
3.394694834633436,2.218580465198212,2.5726648625245283,12.963804464859017,3.89053136220736,3.3443289545609254,1.2403399729566142,0.14850180945893407,0.12745214516987277,1.2662855907247978
3.366302941774514,2.2381893337322296,2.504956914443291,13.042679296388018,3.853400702835051,3.375211826350066,1.1659082170387445,0.15620333786987237,0.1176285756000995,1.264188685115544
3.342650777352312,2.2567574881311154,2.4490500529814616,13.114294265068992,3.815274837959637,3.4062621526509114,1.0863808220582925,0.16043757918272034,0.11203445345691598,1.2633649692693283
3.3198204247471184,2.276857728947057,2.4072946164927225,13.187462129030218,3.787559851755615,3.4082483786483038,1.0590216308108875,0.1443104673427657,0.13331121378745114,1.2664815562136609
3.2965822888108844,2.2982038462574472,2.391140234355165,13.255613939680167,3.789978129155156,3.434589142212064,1.0718354888645198,0.15977146442826828,0.11375989608475355,1.2660088946894086
3.276492867212258,2.3172901928363308,2.3653642757821873,13.324012792299612,3.791380210638522,3.441537710718937,1.076032626048219,0.1642835565768739,0.10807033529983978,1.2658010363485315
3.2552942799862983,2.3388910147828996,2.3338354442658007,13.403945239579146,3.775865356063398,3.4587085839777245,1.0823002654211564,0.15684775360574812,0.16874942551113822,1.2320445421453996
3.2387368345179524,2.35660109171756,2.3168677446430777,13.478403849799289,3.756811827439704,3.4664651713389247,1.0600606712080753,0.14980080631523757,0.13196902230880783,1.2610588096447148
3.223709077024521,2.373054003938339,2.307922672821245,13.543436827576517,3.7641099147695276,3.4902679544548283,1.0682111310954987,0.12824444248150524,0.1161546037937676,1.2906926664627107
3.2119131377084953,2.386073960379833,2.3056757957324465,13.609169228291588,3.7711599306791785,3.5065176003559237,1.0759745415989124,0.11324118683211845,0.10722528725234956,1.3100408969353565
3.197542837966821,2.401886112820618,2.310941405034187,13.682223366874586,3.7640991542506685,3.532581450574583,1.0802908057295222,0.17258067991675985,0.1357962642273721,1.2328514181681087
3.1845738516231714,2.4159812404354684,2.326015924306348,13.765052760666368,3.7787043516985728,3.5637226623720997,1.1016527585470441,0.1560523143640026,0.1310096441536768,1.2545694898800912
3.1741990349489266,2.4268264611712143,2.346709436930303,13.833161341461707,3.8128757984343644,3.4828934696341736,1.1721338073397356,0.15415146591305057,0.12582560882790964,1.26276473585627
3.164082436094858,2.4368199874334464,2.3710582515137464,13.905773904861817,3.8547587221721202,3.360838480946492,1.2618145873721547,0.15938894759263064,0.12127944194867964,1.2637953892614577
3.1532049786215186,2.4470097487605944,2.4066393933452153,13.984661337356622,3.7725416650232972,3.56001963809305,1.1062408358064493,0.15347013312413937,0.1275005030873381,1.2605864170920167
3.1452701044386138,2.4538788620806407,2.4376578432185476,14.044220421928815,3.8048770914400465,3.472148151472218,1.202346939752465,0.167029110110721,0.13882293246999602,1.2376245289584542
3.135359297170567,2.4620142270123813,2.479058233102877,14.115796944100168,3.8350438905236013,3.39209968718641,1.2849991136072476,0.17759364781085124,0.146793481125214,1.220707895926133
3.1234967300744585,2.4710607582551853,2.5290017222675916,14.185831802490373,3.835507694730809,3.3701396381274424,1.2730954865476471,0.19043561495987563,0.13817339997563108,1.219588833479106
3.112083127475038,2.478495374926589,2.5804499083592884,14.265233810539137,3.8525454686760505,3.613849579030588,1.2019384381201592,0.15500527350967644,0.14351055951569036,1.2469635779088633
3.102164592401918,2.484558839594863,2.6239298657463213,14.33094899934827,3.857164958511419,3.6807421487322594,1.1824150204573858,0.1450562182914391,0.1450680181952974,1.2545346982582197
3.085997301795134,2.4932007886811025,2.6949099153543403,14.407072422183875,3.839617740566186,3.6942591492161365,1.1529008632301492,0.14690580168986364,0.15045052948050502,1.2545457069619372
3.070796393676464,2.4995019720032094,2.7605043457852303,14.484986626904172,3.8580349078991527,3.3981413456477902,1.2603875679287329,0.13942792501373782,0.10699045686206263,1.2882672180191497
3.055212806204209,2.505109247264931,2.829033878531962,14.578814374061448,3.9395767894527736,3.66699328860897,1.2490369140241582,0.13063154899540785,0.12354108967497711,1.2891588257662063
3.0420222083929604,2.509007499459592,2.8827421560862843,14.646979844593934,3.917090627157368,3.723155206785175,1.2128866810968466,0.14408770537510868,0.14240884069073587,1.2628795802350556
3.028101128826886,2.5123164827385667,2.935853669915877,14.718422353543996,3.891426121417286,3.7291690139351075,1.188955264061292,0.1548273066354694,0.15368387994779853,1.2440490059398799
3.010693495596449,2.515418350121647,2.9943955745022985,14.798008250355213,3.8376288447699043,3.41985368594053,1.2768208548631361,0.16899945753741738,0.14281727690773688,1.2389272561372362
2.991563366981307,2.5177823598331135,3.0531845222140057,14.877344214304756,3.956575384983173,3.6677386824374985,1.2546996117373856,0.1434807268161695,0.13239111100002654,1.2679669245139775
2.9704421571411443,2.519075209109907,3.1087152334384363,14.958033506137316,3.9566727121325,3.729663744520449,1.2324169691797582,0.14466748354542233,0.12765759015639178,1.2723026403457227
2.943882198361437,2.519192896847125,-3.1184582658358493,15.045432090182397,3.894426490317416,3.5345978995824043,1.2604623567346973,0.140066100867352,0.13363854253747967,1.268995419225155
2.9185806921479336,2.5179954841139636,-3.0705396037831996,15.124104401950616,3.85374701263612,3.381894841105529,1.2870225082203899,0.13498726724983282,0.13911575707210355,1.2665639021122144
2.8762528033292383,2.5132380334695323,-2.9898728840428954,15.2502421119246,3.8961521443041813,3.502148856404037,1.2906641876663156,0.1480011427808466,0.1451104788479865,1.2571727785578477
2.8402067847335153,2.506224278004115,-2.9187025722641975,15.364259461432084,3.843937692844813,3.381904868507338,1.282545404783786,0.1327881501903247,0.1282366187966875,1.2828200424812193
2.796740756380796,2.494171204521738,-2.8369383860157225,15.489184167934381,3.9243808342842197,3.7067663106138458,1.1896890320574247,0.16035491244845446,0.14079235177445726,1.2474094122030042
2.76622936034495,2.4834758253648346,-2.7823161714069515,15.577994588717996,3.7066613630080196,3.6676838585751654,0.986676700879367,0.14921419905909708,0.11700350246151213,1.2740315589450937
2.7242748037088145,2.465846645468577,-2.7146379672963046,15.692782469872657,3.7241775385007267,3.396917348505507,1.1233399363906258,0.13270607810259755,0.13385324696115186,1.2709884503038704
2.68117322377183,2.444405959205145,-2.6542826083471995,15.809188304598257,3.5763934506000483,3.4402279911483724,0.8737903915922673,0.15141792715939073,0.13922372793301288,1.2578452689889057
2.641380835779069,2.421800935764558,-2.6058811576453924,15.916419134161858,3.572054145828797,3.4226237738270533,0.9117676515713391,0.14605300610571542,0.12732523661512576,1.2727093840431154
2.597992570810035,2.3943486117096864,-2.5592350277006037,16.03180004431747,3.6193681442779315,3.4457452429864235,0.9975283405897044,0.1260042105982393,0.13628749658126718,1.280097088088663
2.547388778999667,2.359117424554852,-2.5144131400960714,16.160079020548245,3.560401665363754,3.4397091547014247,0.9421654690546727,0.12915590475717156,0.14537199793500946,1.2703432664301066
2.4901653853820975,2.3154453873932033,-2.473247884933892,16.31250752892067,3.5538763023337445,3.438688747796208,0.9349804924722747,0.136511902557393,0.11075526852409405,1.293199861887065
2.4371268822078083,2.272051307222859,-2.4414747972076936,16.461396379458584,3.5545069613203673,3.4388769076445485,0.9354786878467054,0.1367149520181304,0.1371376757761477,1.2772325996091598
2.3952841298914063,2.2359748200534533,-2.421200836924024,16.572361811817977,3.554948619744428,3.439004759525789,0.9358361678393537,0.127829026898067,0.1332740693492522,1.2806370699485514
2.3538776472751968,2.1990512207225428,-2.4063721395906343,16.689697340379748,3.555340577311893,3.4391181927327077,0.9361534881474015,0.1355190124112714,0.12125957869528795,1.2860657736959347
2.305708191127075,2.1551622252695175,-2.3997538457804404,16.818495501886296,3.5557421864551806,3.4392344182953907,0.9364786239736451,0.13812495087990678,0.14458917531873303,1.2725409307693947
2.2574053838407693,2.110724030039529,-2.3970688547986185,16.94945749608669,3.5560913061165893,3.4393354534017653,0.9367612652577944,0.14656867023511616,0.1403975933066001,1.2616447081136755
2.2019634763729865,2.0596724466071406,-2.399102380989229,17.10538675143938,3.5564347849195017,3.4394348560454615,0.9370393398002447,0.156665896702008,0.1505719037401415,1.2446520229243423
2.142682104350333,2.005576733129832,-2.4059671941429026,17.278219057709563,3.5567442386438572,3.439524411843493,0.9372898682231976,0.20574568506238688,0.03711700682441605,1.0672041933768304
2.078487495397558,1.9479125307140948,-2.415793789427031,17.45360132447125,3.5570193093472344,3.4396040172074533,0.9375125607426081,0.15057302599432879,0.13589112016670893,1.2573814440802953
2.022191612177745,1.898545164044725,-2.424811150601181,17.607479979713034,3.55721357244888,3.4396602368801434,0.9376698328148525,0.13515272184528618,0.14560930328359267,1.2721863765914807
1.9719543516947227,1.8547495164837164,-2.4316742869745775,17.73441823494367,3.557359894569232,3.439702582449857,0.9377882926916287,0.1331789491870784,0.12320564387772245,1.2924815468989528
1.894420326648021,1.7910019683339364,-2.468744058214501,17.92632051888772,3.557542261699665,3.4397553594326986,0.9379359339897937,0.14238550398020383,0.11481968914425628,1.2915016894524731
1.8395123570662235,1.748044752156168,-2.4866213341194503,18.060463149454314,0.12213791469734957,0.13025422174276838,1.2982434728017254,0.0,0.0,0.0
1.7692762881702568,1.6951525271080838,-2.5056277918308503,18.219533292183844,0.13229189736469035,0.10840906195198557,1.3031788060910745,0.0,0.0,0.0
1.7102749812469729,1.6522455995932792,-2.5173413739483808,18.351468587492064,0.12468183663853893,0.1271818649284236,1.3000474432199247,0.0,0.0,0.0
